episode,reward,avg_reward
0.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
3.0,0.0,0.0
4.0,0.0,0.0
5.0,0.0,0.0
6.0,0.0,0.0
7.0,0.0,0.0
8.0,0.0,0.0
9.0,0.0,0.0
10.0,0.0,0.0
11.0,0.0,0.0
12.0,0.0,0.0
13.0,0.0,0.0
14.0,0.0,0.0
15.0,0.0,0.0
16.0,0.0,0.0
17.0,0.0,0.0
18.0,0.0,0.0
19.0,0.0,0.0
20.0,0.0,0.0
21.0,0.0,0.0
22.0,0.0,0.0
23.0,0.0,0.0
24.0,0.0,0.0
25.0,0.0,0.0
26.0,0.0,0.0
27.0,0.0,0.0
28.0,0.0,0.0
29.0,0.0,0.0
30.0,0.0,0.0
31.0,0.0,0.0
32.0,0.0,0.0
33.0,0.0,0.0
34.0,0.0,0.0
35.0,0.0,0.0
36.0,0.0,0.0
37.0,0.0,0.0
38.0,0.0,0.0
39.0,0.0,0.0
40.0,0.0,0.0
41.0,0.0,0.0
42.0,0.0,0.0
43.0,0.0,0.0
44.0,0.0,0.0
45.0,0.0,0.0
46.0,0.0,0.0
47.0,0.0,0.0
48.0,0.0,0.0
49.0,0.0,0.0
50.0,0.0,0.0
51.0,0.0,0.0
52.0,0.0,0.0
53.0,0.0,0.0
54.0,0.0,0.0
55.0,0.0,0.0
56.0,0.0,0.0
57.0,0.0,0.0
58.0,0.0,0.0
59.0,0.0,0.0
60.0,0.0,0.0
61.0,0.0,0.0
62.0,0.0,0.0
63.0,0.0,0.0
64.0,0.0,0.0
65.0,0.0,0.0
66.0,0.0,0.0
67.0,0.0,0.0
68.0,0.0,0.0
69.0,0.0,0.0
70.0,0.0,0.0
71.0,0.0,0.0
72.0,0.0,0.0
73.0,0.0,0.0
74.0,0.0,0.0
75.0,0.0,0.0
76.0,0.0,0.0
77.0,0.0,0.0
78.0,0.0,0.0
79.0,0.0,0.0
80.0,0.0,0.0
81.0,0.0,0.0
82.0,0.0,0.0
83.0,0.0,0.0
84.0,0.0,0.0
85.0,0.0,0.0
86.0,0.0,0.0
87.0,0.0,0.0
88.0,0.0,0.0
89.0,0.0,0.0
90.0,0.0,0.0
91.0,0.0,0.0
92.0,0.0,0.0
93.0,0.0,0.0
94.0,1.0,0.010526315789473684
95.0,0.0,0.010416666666666666
96.0,0.0,0.010309278350515464
97.0,0.0,0.01020408163265306
98.0,0.0,0.010101010101010102
99.0,0.0,0.01
100.0,0.0,0.01
101.0,0.0,0.01
102.0,0.0,0.01
103.0,0.0,0.01
104.0,0.0,0.01
105.0,0.0,0.01
106.0,0.0,0.01
107.0,0.0,0.01
108.0,0.0,0.01
109.0,0.0,0.01
110.0,0.0,0.01
111.0,0.0,0.01
112.0,0.0,0.01
113.0,0.0,0.01
114.0,0.0,0.01
115.0,0.0,0.01
116.0,0.0,0.01
117.0,0.0,0.01
118.0,0.0,0.01
119.0,0.0,0.01
120.0,0.0,0.01
121.0,0.0,0.01
122.0,0.0,0.01
123.0,0.0,0.01
124.0,0.0,0.01
125.0,0.0,0.01
126.0,0.0,0.01
127.0,0.0,0.01
128.0,0.0,0.01
129.0,0.0,0.01
130.0,0.0,0.01
131.0,0.0,0.01
132.0,0.0,0.01
133.0,0.0,0.01
134.0,0.0,0.01
135.0,0.0,0.01
136.0,0.0,0.01
137.0,0.0,0.01
138.0,0.0,0.01
139.0,1.0,0.02
140.0,0.0,0.02
141.0,0.0,0.02
142.0,0.0,0.02
143.0,0.0,0.02
144.0,0.0,0.02
145.0,0.0,0.02
146.0,0.0,0.02
147.0,0.0,0.02
148.0,0.0,0.02
149.0,0.0,0.02
150.0,0.0,0.02
151.0,0.0,0.02
152.0,0.0,0.02
153.0,0.0,0.02
154.0,1.0,0.03
155.0,0.0,0.03
156.0,0.0,0.03
157.0,0.0,0.03
158.0,1.0,0.04
159.0,0.0,0.04
160.0,0.0,0.04
161.0,0.0,0.04
162.0,0.0,0.04
163.0,0.0,0.04
164.0,0.0,0.04
165.0,0.0,0.04
166.0,0.0,0.04
167.0,0.0,0.04
168.0,0.0,0.04
169.0,1.0,0.05
170.0,0.0,0.05
171.0,0.0,0.05
172.0,0.0,0.05
173.0,0.0,0.05
174.0,0.0,0.05
175.0,0.0,0.05
176.0,0.0,0.05
177.0,0.0,0.05
178.0,0.0,0.05
179.0,0.0,0.05
180.0,0.0,0.05
181.0,0.0,0.05
182.0,0.0,0.05
183.0,1.0,0.06
184.0,0.0,0.06
185.0,0.0,0.06
186.0,0.0,0.06
187.0,0.0,0.06
188.0,0.0,0.06
189.0,0.0,0.06
190.0,0.0,0.06
191.0,0.0,0.06
192.0,0.0,0.06
193.0,0.0,0.06
194.0,0.0,0.05
195.0,1.0,0.06
196.0,0.0,0.06
197.0,0.0,0.06
198.0,0.0,0.06
199.0,0.0,0.06
200.0,0.0,0.06
201.0,0.0,0.06
202.0,0.0,0.06
203.0,0.0,0.06
204.0,0.0,0.06
205.0,0.0,0.06
206.0,0.0,0.06
207.0,1.0,0.07
208.0,0.0,0.07
209.0,0.0,0.07
210.0,0.0,0.07
211.0,0.0,0.07
212.0,0.0,0.07
213.0,0.0,0.07
214.0,0.0,0.07
215.0,0.0,0.07
216.0,0.0,0.07
217.0,0.0,0.07
218.0,0.0,0.07
219.0,0.0,0.07
220.0,0.0,0.07
221.0,0.0,0.07
222.0,0.0,0.07
223.0,0.0,0.07
224.0,0.0,0.07
225.0,0.0,0.07
226.0,0.0,0.07
227.0,0.0,0.07
228.0,0.0,0.07
229.0,0.0,0.07
230.0,1.0,0.08
231.0,0.0,0.08
232.0,0.0,0.08
233.0,0.0,0.08
234.0,1.0,0.09
235.0,0.0,0.09
236.0,0.0,0.09
237.0,0.0,0.09
238.0,0.0,0.09
239.0,0.0,0.08
240.0,0.0,0.08
241.0,0.0,0.08
242.0,0.0,0.08
243.0,0.0,0.08
244.0,0.0,0.08
245.0,0.0,0.08
246.0,0.0,0.08
247.0,0.0,0.08
248.0,0.0,0.08
249.0,0.0,0.08
250.0,0.0,0.08
251.0,0.0,0.08
252.0,0.0,0.08
253.0,0.0,0.08
254.0,0.0,0.07
255.0,0.0,0.07
256.0,0.0,0.07
257.0,0.0,0.07
258.0,0.0,0.06
259.0,0.0,0.06
260.0,0.0,0.06
261.0,0.0,0.06
262.0,0.0,0.06
263.0,0.0,0.06
264.0,0.0,0.06
265.0,0.0,0.06
266.0,0.0,0.06
267.0,0.0,0.06
268.0,0.0,0.06
269.0,0.0,0.05
270.0,0.0,0.05
271.0,0.0,0.05
272.0,0.0,0.05
273.0,0.0,0.05
274.0,0.0,0.05
275.0,0.0,0.05
276.0,0.0,0.05
277.0,0.0,0.05
278.0,0.0,0.05
279.0,0.0,0.05
280.0,0.0,0.05
281.0,0.0,0.05
282.0,0.0,0.05
283.0,0.0,0.04
284.0,0.0,0.04
285.0,0.0,0.04
286.0,0.0,0.04
287.0,0.0,0.04
288.0,0.0,0.04
289.0,0.0,0.04
290.0,0.0,0.04
291.0,0.0,0.04
292.0,0.0,0.04
293.0,0.0,0.04
294.0,0.0,0.04
295.0,1.0,0.04
296.0,0.0,0.04
297.0,0.0,0.04
298.0,0.0,0.04
299.0,0.0,0.04
300.0,0.0,0.04
301.0,0.0,0.04
302.0,0.0,0.04
303.0,0.0,0.04
304.0,0.0,0.04
305.0,0.0,0.04
306.0,0.0,0.04
307.0,0.0,0.03
308.0,0.0,0.03
309.0,0.0,0.03
310.0,0.0,0.03
311.0,0.0,0.03
312.0,0.0,0.03
313.0,0.0,0.03
314.0,0.0,0.03
315.0,0.0,0.03
316.0,0.0,0.03
317.0,0.0,0.03
318.0,0.0,0.03
319.0,0.0,0.03
320.0,0.0,0.03
321.0,0.0,0.03
322.0,0.0,0.03
323.0,0.0,0.03
324.0,0.0,0.03
325.0,0.0,0.03
326.0,0.0,0.03
327.0,0.0,0.03
328.0,0.0,0.03
329.0,0.0,0.03
330.0,0.0,0.02
331.0,0.0,0.02
332.0,0.0,0.02
333.0,0.0,0.02
334.0,0.0,0.01
335.0,0.0,0.01
336.0,0.0,0.01
337.0,0.0,0.01
338.0,0.0,0.01
339.0,0.0,0.01
340.0,0.0,0.01
341.0,0.0,0.01
342.0,0.0,0.01
343.0,0.0,0.01
344.0,0.0,0.01
345.0,0.0,0.01
346.0,0.0,0.01
347.0,0.0,0.01
348.0,1.0,0.02
349.0,0.0,0.02
350.0,0.0,0.02
351.0,0.0,0.02
352.0,0.0,0.02
353.0,0.0,0.02
354.0,0.0,0.02
355.0,0.0,0.02
356.0,0.0,0.02
357.0,0.0,0.02
358.0,0.0,0.02
359.0,0.0,0.02
360.0,0.0,0.02
361.0,0.0,0.02
362.0,0.0,0.02
363.0,0.0,0.02
364.0,0.0,0.02
365.0,0.0,0.02
366.0,0.0,0.02
367.0,0.0,0.02
368.0,0.0,0.02
369.0,0.0,0.02
370.0,0.0,0.02
371.0,0.0,0.02
372.0,0.0,0.02
373.0,0.0,0.02
374.0,0.0,0.02
375.0,0.0,0.02
376.0,0.0,0.02
377.0,0.0,0.02
378.0,0.0,0.02
